iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_production_start,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax
IND,IND0065,India,Integrated,Sankri plant,The India Cements,"Sankari West, Salem, Tamil Nadu",Operating,11.454468,77.828686,GCD,Exact,4295873040,India Cements Ltd,0.86,,https://www.indiacements.co.in/plants-locations.php,2/6/2020,4295873040,India Cements Ltd,0.9Mt/yr,,,,,0.9,Mt/yr,S K Palaniappan,Tel: +91 42 8324 0387,Fax: +91 42 8324 0051
IND,IND0066,India,Grinding,,The India Cements,"NCPTPP Road, Tamil Nadu",Operating,13.241161,80.291687,GCD,Exact,4295873040,India Cements Ltd,1.1,,https://www.indiacements.co.in/plants-locations.php,2/6/2020,4295873040,India Cements Ltd,1.1Mt/yr,,,,,1.1,Mt/yr,V Sivanandam,Tel: +91 44 2796 6229,Fax: +91 44 2796 6307
IND,IND0067,India,Integrated,Yerraguntala plant,The India Cements,"Yerraguntla, Kadapa, Andhra Pradesh",Operating,14.642947,78.528902,GCD,Exact,4295873040,India Cements Ltd,0.73,,https://www.indiacements.co.in/plants-locations.php,2/6/2020,4295873040,India Cements Ltd,0.7Mt/yr,,,,,0.7,Mt/yr,,Tel: +91 85 6327 5158,Fax: +91 85 6327 5154
IND,IND0068,India,Integrated,,The India Cements,"Chilamkur, Andhra Pradesh",Operating,14.665693,78.457835,GCD,Exact,4295873040,India Cements Ltd,1.46,,https://www.indiacements.co.in/plants-locations.php,2/6/2020,4295873040,India Cements Ltd,1.5Mt/yr,,,,,1.5,Mt/yr,P. Muni Reddy,Tel: +91 85 6327 6150,Fax: +91 85 6327 6155
IND,IND0069,India,Integrated,Vishnupuram plant,The India Cements,"Wadapally, Nalgonda, Telangana",Operating,16.696363,79.648627,GCD,Exact,4295873040,India Cements Ltd,2.5,,https://www.indiacements.co.in/plants-locations.php,2/6/2020,4295873040,India Cements Ltd,3.5Mt/yr,,,,,3.5,Mt/yr,D Muruganandam,Tel: +91 86 8922 8427,Fax: +91 86 8922 8447
IND,IND0070,India,Integrated,Maklapur plant,The India Cements,"Malkapur, Ranga, Reddy, Andhra Pradesh",Operating,17.308165,77.474324,GCD,Exact,4295873040,India Cements Ltd,2.4,,https://www.indiacements.co.in/plants-locations.php,2/6/2020,4295873040,India Cements Ltd,2.4Mt/yr,,,,,2.4,Mt/yr,VSC Bose,Tel: +91 84 1124 6324,Fax: +91 84 1124 6302
IND,IND0071,India,Grinding,Parli Plant,The India Cements,"Parli Vaijnath, Beed, Maharashtra",Operating,18.861883,76.542925,GCD,Exact,4295873040,India Cements Ltd,1.1,,https://www.indiacements.co.in/plants-locations.php,2/6/2020,4295873040,India Cements Ltd,1.1Mt/yr,,,,,1.1,Mt/yr,Sanjay Kumar,Tel: +91 24 4622 2244,Fax: +91 24 4622 4822
IND,IND0072,India,Integrated,,Trinetra Cement (ICL Group),"Wajwana, Banswara, Rajasthan",Operating,23.603059,74.256034,GCD,Exact,4295873040,India Cements Ltd,1.5,,https://www.indiacements.co.in/plants-locations.php,2/6/2020,4295873040,India Cements Ltd,1.8Mt/yr,,,,,1.8,Mt/yr,Karan Vashisht,Tel: +91 29 6230 1516,Fax: +91 26 9225 0551
IND,IND0086,India,Integrated,Vijaynagar plant,JSW Cement,"Vidhyanagar, Bellary, Karnataka",Operating,15.179579,76.700306,GCD,Exact,4298071860,JSW Cement Ltd,0.6,,https://www.jsw.in/cement/about-vijaynagar-works,2/6/2020,4298071860,JSW Cement Ltd,0.7Mt/yr (Portland slag cement only),,,,,0.7,Mt/yr,R C Sodani,Tel: +91 83 9525 0120 ( / 30),Fax: +91 83 9524 1003
IND,IND0087,India,Integrated,Nandyal plant,JSW Cement,"Bilakalguduru, Kurnool, Andhra Pradesh",Operating,15.686282,78.458991,GCD,Exact,4298071860,JSW Cement Ltd,4.8,,https://www.jsw.in/cement/about-nandyal-works,2/6/2020,4298071860,JSW Cement Ltd,4.8Mt/yr (Slag cement) 2.2Mt/yr (Clinker),,,,,4.8,Mt/yr,G Veerababu,Tel: +91 85 1420 2301 (to 08),
IND,IND0088,India,Grinding,Dolvi Plant,JSW Cement,"Gadab, Raigad, Maharashtra",Operating,18.682155,73.03803,GCD,Exact,4298071860,JSW Cement Ltd,0.97,,https://www.jsw.in/cement/about-dolvi-works,2/6/2020,4298071860,JSW Cement Ltd,1.0Mt/yr,,,,,1,Mt/yr,P S Murthy,Tel: +91 21 4327 7601 ( / 02),Fax: +91 21 4327 7725
IND,IND0089,India,,,,,Operating,22.576171,87.309609,https://www.jsw.in/cement/about-salboni-works,Exact,4298071860,JSW Cement Ltd,2.4,,https://www.jsw.in/cement/about-salboni-works,2/6/2020,4298071860,JSW Cement Ltd,,,,,,,,,,
IND,IND0119,India,Grinding,Cherthala Plant,Malabar Cement,"Pallippuram, Alappuzha, Kerala",Operating,9.748529,76.362414,GCD,Exact,5001088052,Malabar Cements,0.2,,https://www.malabarcements.co.in/en/contactdetails,2/22/2020,5001088052,Malabar Cements,0.2Mt/yr,,,,,0.2,Mt/yr,K Padmakumar,Tel: +91 47 8255 2186 ( / 255 3688),Fax: +91 47 8255 3417
IND,IND0120,India,Integrated,Walayar plant,Malabar Cement,"Walayar, Palakkad, Kerala",Operating,10.848197,76.835789,GCD,Exact,5001088052,Malabar Cements,0.66,,https://www.malabarcements.co.in/en/history-1,2/22/2020,5001088052,Malabar Cements,0.4Mt/yr,,,,,0.4,Mt/yr,V B Ramachandran Nair,Tel: +91 49 1286 2373 ( / 3600),Fax: +91 49 1286 2230
IND,IND0121,India,Integrated,Murli plant,Murli Industries (Dalmia Bharat),"Naranda, Chandrapur, Maharashtra",Operating,19.787467,79.064451,GCD,Exact,4295872215,Murli Industries Cn Ltd,3.2,,http://www.murliindustries.com/projects_existing_cement.php,2/6/2020,4295872215,Murli Industries Cn Ltd,3.0Mt/yr,,,,,3,Mt/yr,Afroz Ansari,Tel: +91 71 2268 3000,Fax: +91 71 2268 4422
IND,IND0131,India,,,,,Operating,14.27251,80.11508,GCD,Exact,4298177123,Penna Cement Industries Ltd,2,2018,https://www.pennacement.com/plants/,2/6/2020,4298177123,Penna Cement Industries Ltd,,,,,,,,,,
IND,IND0132,India,Integrated,Talaridheruvu plant,Penna Cement,"Anantapur, Andhra Pradesh",Operating,14.951422,78.075824,GCD,Exact,4298177123,Penna Cement Industries Ltd,1.8,1994,https://www.pennacement.com/plants/,2/6/2020,4298177123,Penna Cement Industries Ltd,1.8Mt/yr,,,,,1.8,Mt/yr,S Jayarama Raju,Tel: +91 85 5828 6033 ( / 55 / 66),Fax: +91 88 5828 6044
IND,IND0133,India,Integrated,Boyareddyapalli plant,Penna Cement,"Boyireddypallli, Anantapur, Andhra Pradesh",Operating,15.061606,77.950937,GCD,Exact,4298177123,Penna Cement Industries Ltd,2,2008,https://www.pennacement.com/plants/,2/6/2020,4298177123,Penna Cement Industries Ltd,2.0Mt/yr,,,,,2,Mt/yr,K Nagaraju,Tel: +91 85 5827 9431,Fax: +91 98 4817 2059
IND,IND0134,India,Integrated,Ganeshpahad plant,Penna Cement,"Wadapally, Nalgonda, Telangana",Operating,16.718672,79.694801,GCD,Exact,4298177123,Penna Cement Industries Ltd,1.2,2002,https://www.pennacement.com/plants/,2/6/2020,4298177123,Penna Cement Industries Ltd,1.2Mt/yr,,,,,1.2,Mt/yr,Mr Gurumurthy,Tel: +91 86 8322 9714 ( / 15 / 17),Fax: +91 86 8322 9716
IND,IND0135,India,Integrated,Tandur plant,Penna Cement,"Belkatur, Ranga, Reddy, Telangana",Operating,17.296071,77.504923,GCD,Exact,4298177123,Penna Cement Industries Ltd,2,2010,https://www.pennacement.com/plants/,2/6/2020,4298177123,Penna Cement Industries Ltd,2.0Mt/yr,,,,,2,Mt/yr,R Nagaraju,Tel: +91 84 1124 7892,Fax: +91 84 1124 7897
IND,IND0136,India,Grinding,,Penna Cement,"Daund, Pune, Maharashtra",Operating,18.473438,74.484301,GCD,Exact,4298177123,Penna Cement Industries Ltd,1,2018,https://www.pennacement.com/plants/,2/6/2020,4298177123,Penna Cement Industries Ltd,0.7Mt/yr (Announced in 2015),,,,,0.7,Mt/yr,,,
IND,IND0137,India,Integrated,Ramasamy Raja Nagar plant,Ramco Cement,"Ramasamy Raja Nagar, Virudhnagar, Tamil Nadu",Operating,9.455703,77.927796,GCD,Exact,4295873201,Ramco Cements Ltd,2,1961,http://www.ramcocements.in/rr-nagar.aspx,2/6/2020,4295873201,Ramco Cements Ltd,1.5Mt/yr,,,,,1.5,Mt/yr,N Ravishankar,Tel: +91 45 6225 6201 ( / 02),Fax: +91 45 6225 6268
IND,IND0138,India,Integrated,Ariyalur plant,Ramco Cement,"Govindapuram, Ariyalur, Tamil Nadu",Operating,11.177107,79.08911,GCD,Exact,4295873201,Ramco Cements Ltd,3.5,2008,http://www.ramcocements.in/ariyalur.aspx,2/6/2020,4295873201,Ramco Cements Ltd,3.5Mt/yr,,,,,3.5,Mt/yr,Mandeo Yadav,Tel: +91 43 2922 6001 ( to 04),Fax: +91 43 2922 6005
IND,IND0139,India,Integrated,Alathiyur plant,Ramco Cement,"PAC Ramaswamy Raja Nagar, Ariyalur, Tamil Nadu",Operating,11.361772,79.232041,GCD,Exact,4295873201,Ramco Cements Ltd,3.05,1997,http://www.ramcocements.in/alathiyur.aspx,2/6/2020,4295873201,Ramco Cements Ltd,3.0Mt/yr,,,,,3,Mt/yr,S Shanmugam,Tel: +91 43 2924 8305 ( to 06),Fax: +91 43 2924 8313
IND,IND0140,India,Grinding,Salem Plant,The Ramco Cements,"Singipuram, Salem, Tamil Nadu",Operating,11.634286,78.403619,GCD,Exact,4295873201,Ramco Cements Ltd,1.6,2009,http://www.ramcocements.in/salem.aspx,2/6/2020,4295873201,Ramco Cements Ltd,1.6Mt/yr,,,,,1.6,Mt/yr,R D Kumar,Tel: +91 72 9997 3001,
IND,IND0141,India,Grinding,Chengalpet Plant,The Ramco Cements,"P.O. Olaiyur, Kancheepuram, Tamil Nadu",Operating,12.643418,79.69946,GCD,Exact,4295873201,Ramco Cements Ltd,0.5,2009,http://www.ramcocements.in/Chengalpet.aspx,2/6/2020,4295873201,Ramco Cements Ltd,0.5Mt/yr,,,,,0.5,Mt/yr,S Rao,Tel: +91 44 2729 7295,
IND,IND0142,India,Integrated,Mathodu plant,Ramco Cement,"Mathodu, Chitradurga, Karnataka",Operating,13.758783,76.422107,GCD,Exact,4295873201,Ramco Cements Ltd,0.29,,http://www.ramcocements.in/mathodu.aspx,2/6/2020,4295873201,Ramco Cements Ltd,0.3Mt/yr,,,,,0.3,Mt/yr,Ramachandra Y Dambal,Tel: +91 81 9924 0039 ( / 0112),Fax: +91 81 9924 0314
IND,IND0143,India,Integrated,Jayanthipuram Cement plant,Ramco Cement,"Kumarasamy Raja Nagar, Andhra Pradesh",Operating,16.875719,80.1215,GCD,Exact,4295873201,Ramco Cements Ltd,3.65,1986,http://www.ramcocements.in/jayanthipuram.aspx,2/6/2020,4295873201,Ramco Cements Ltd,3.7Mt/yr,,,,,3.7,Mt/yr,P B Gopalkrishna,Tel: +91 86 5422 4400,Fax: +91 86 5422 2532
IND,IND0144,India,Grinding,Vizag Plant,The Ramco Cements,"Vizag, Andhra Pradesh",Operating,17.617542,82.891222,GCD,Exact,4295873201,Ramco Cements Ltd,0.95,2015,http://www.ramcocements.in/Vizag.aspx,2/6/2020,4295873201,Ramco Cements Ltd,0.95Mt/yr,,,,,0.95,Mt/yr,,,
IND,IND0145,India,Grinding,Kolaghat Plant,The Ramco Cements,"Kolaghat, Purba Medinipur, West Bengal",Operating,22.423362,87.862852,GCD,Exact,4295873201,Ramco Cements Ltd,1.95,2010,http://www.ramcocements.in/kolaghat.aspx,2/6/2020,4295873201,Ramco Cements Ltd,1.0Mt/yr,,,,,1,Mt/yr,A K Paul,Tel: +91 32 2825 0207,
IND,IND0146,India,Integrated,Tadipatri plant,Sagar Cements (Vicat),"Tadipatri, Anantapur, Andhra Pradesh",Operating,15.075325,77.982725,GCD,Exact,4295872300,Sagar Cements Ltd,1,,https://www.vccircle.com/sagar-cements-acquire-bmm-cements-enterprise-value-90m/,2/6/2020,4295872300,Sagar Cements Ltd,1.0Mt/yr,,,,,1,Mt/yr,,,
IND,IND0160,India,Integrated,Bharathi plant,Bharathi Cement Corporation (Vicat),"Nallalingayapalli, Kadapa, Andhra Pradesh",Operating,14.586917,78.579757,GCD,Exact,5000716366,Bharathi Cement Corp Pvt Ltd,5,,http://www.bharathicement.com/contact.php,2/11/2020,4295868605,Vicat SA,5.0Mt/yr,,,,,5,Mt/yr,B L N Murthy,Tel: +91 85 6320 0400,Fax: +91 85 6330 8080
IND,IND0161,India,Integrated,Vicat Sagar Cement plant,Vicat Sagar Cement,"Chatrasal, Gulbarga, Karnataka",Operating,17.303447,77.43615,GCD,Exact,5046718583,Kalburgi Cement Pvt Ltd,2.75,2013,http://www.bharathicement.com/contact.php,2/11/2020,4295868605,Vicat SA,2.8Mt/yr,,,,,2.8,Mt/yr,,,
IRN,IRN0005,"Iran, Islamic Republic of",Integrated,,Fars and Khuzestan Cement Company,"Neyriz, Fars",Operating,29.253013,54.475132,GCD,Exact,,Neyriz White Cement Company,0.165,,http://www.fkcco.com/English/factories/neyriz.htm,2/7/2020,4296828948,Fars And Khusestan Cement Co,1 Dry - 0.2Mt/yr (White),1,DRY,,,0.2,Mt/yr,Ahmad sharifi,Tel: +98 73 2527 0002,Fax: +98 73 2527 0005
IRN,IRN0013,"Iran, Islamic Republic of",Integrated,Bojnourd Plant,Fars and Khuzestan Cement Company,"Bojnourd, Khorasan-e-Shomali, Tehran",Operating,37.452818,57.686191,GCD,Exact,,Bojnourd Cement Co,0.6,1993,http://www.fkcco.com/English/factories/bojnourd.htm,2/7/2020,4296828948,Fars And Khusestan Cement Co,2 Dry - 2Mt/yr,2,DRY,,,2,Mt/yr,Majid Khamverdi,Tel: +98 58 3223 1950,Fax: +98 58 3223 0666
IRQ,IRQ0001,Iraq,Integrated,Kubiasa Plant,Al-Rawi Group,Kubaisa,Operating,33.591386,42.504563,GCD,Exact,5059954684,Al Maysarah Group,2,,https://www.almaysarahgroup.com/al-kubaisa-cement-plant/,3/13/2020,5059954684,Al Maysarah Group,2 Dry - 2.0Mt/yr,2,DRY,,,2,Mt/yr,Kasim Al Rawi,Tel: +964 6565 2590,
IRQ,IRQ0002,Iraq,Integrated,Al Qaim Plant,Al-Rawi Group,"Al Qaim, Fallujah",Operating,34.257402,41.212474,GCD,Exact,5059954684,Al Maysarah Group,1,,https://www.almaysarahgroup.com/alqaim-cement-plant/,3/13/2020,5059954684,Al Maysarah Group,1 Dry - 1.0Mt/yr,1,DRY,,,1,Mt/yr,Kasim Al Rawi,Tel: +964 6565 2590,Fax: +964 6567 6290
IRQ,IRQ0003,Iraq,Integrated,Karbala Plant,Lafarge (LafargeHolcim),"Al-Nekhab, Karbala",Operating,32.343069,43.327069,GCD,Exact,5041075638,Lafarge Company for Construction Contracting and General Trading Ltd,2.4,,https://www.lafarge-iraq.com/en/3_2-LafargeInIraq,2/9/2020,4295890620,LafargeHolcim Ltd,2 Dry -1.8Mt/yr,2,DRY,,,1.8,Mt/yr,Marcel Cobuz,Tel: +964 78 0917 1296,
IRQ,IRQ0004,Iraq,Integrated,Bazian Plant,Lafarge (LafargeHolcim),Sulaymaniyah-Kurdistan,Operating,35.605185,45.084727,GCD,Exact,5041075638,Lafarge Company for Construction Contracting and General Trading Ltd,2.7,,https://www.lafarge-iraq.com/en/3_2-LafargeInIraq,2/9/2020,4295890620,LafargeHolcim Ltd,1 Dry - 2.5Mt/yr,1,DRY,,,2.5,Mt/yr,Marcel Cobuz,Tel: +964 770 867 7000,
IRQ,IRQ0005,Iraq,Grinding,Basra Plant,Southern Cement State Company,"Umm Qasr Port, Basra",Operating,30.03508,47.944941,GCD,Exact,4296751155,Southern Cement State Co,0.6,,http://www.southern-cement.com/m-omkaser.htm,2/13/2020,4296751155,Southern Cement State Co,0.6Mt/yr - FLSmidth,,,,,0.6,Mt/yr,,,
IRQ,IRQ0006,Iraq,Integrated,Muthanna Plant,Southern Cement Company,Muthanna,Operating,31.226161,45.002316,GCD,Exact,4296751155,Southern Cement State Co,1.959,,http://www.southern-cement.com/m-muthana.htm,2/13/2020,4296751155,Southern Cement State Co,2 Dry - 2.0Mt/yr,2,DRY,,,2,Mt/yr,Hussain Mosem Obaidi,Tel: +964 78 0103 6003,
IRQ,IRQ0007,Iraq,Integrated,Samawa Plant,Southern Cement Company,Samawa,Operating,31.300077,45.299682,GCD,Exact,4296751155,Southern Cement State Co,0.401,,http://www.southern-cement.com/m-samawa.htm,2/13/2020,4296751155,Southern Cement State Co,1 Wet - 0.4Mt/yr,1,WET,,,0.4,Mt/yr,Hussain Mosem Obaid,Tel: +964 78 0103 6003,
IRQ,IRQ0008,Iraq,Integrated,Kufa Plant,Southern Cement Company,"Najaf, Kufa, Albrkih",Operating,31.962637,44.435264,GCD,Exact,4296751155,Southern Cement State Co,1.781,,http://www.southern-cement.com/m-kufa.htm,2/13/2020,4296751155,Southern Cement State Co,4 Wet - 1.8Mt/yr,4,WET,,,1.8,Mt/yr,Hussain Mosem Obaid,Tel: +964 78 0103 6003,
IRQ,IRQ0009,Iraq,Integrated,Najaf Plant,Southern Cement Company,"Najaf, Kufa",Operating,31.967338,44.44337,GCD,Exact,4296751155,Southern Cement State Co,1.56,,http://www.southern-cement.com/m-najaf.htm,2/13/2020,4296751155,Southern Cement State Co,1 Wet - 0.2Mt/yr,1,WET,,,0.2,Mt/yr,Hussain Mosem Obaid,Tel: +964 78 0103 6003,
IRQ,IRQ0010,Iraq,Integrated,Bābil Plant,Southern Cement Company,Babylon,Operating,32.737861,44.271694,GCD,Exact,4296751155,Southern Cement State Co,0.198,,http://www.southern-cement.com/m-sada.htm,2/13/2020,4296751155,Southern Cement State Co,2 Wet - 0.2Mt/yr,2,WET,,,0.2,Mt/yr,Hussain Mosen Obaid,Tel: +964 78 0103 6003,
ITA,ITA0001,Italy,Integrated,Augusta Plant,Buzzi Unicem,"Augusta, Syracuse",Operating,37.193679,15.181599,GCD,Exact,4295875751,Buzzi Unicem SpA,1.9,,https://www.buzziunicem.it/dove-siamo,2/7/2020,4295875751,Buzzi Unicem SpA,1 Dry - 0.9Mt/yr,1,DRY,,,0.9,Mt/yr,Giovanni Caire,Tel: +39 931 776 701,Fax: +39 931 767 380
ITA,ITA0002,Italy,Integrated,Siniscola Plant,Buzzi Unicem,"Siniscola, Nuoro",Operating,40.556227,9.672135,GCD,Exact,4295875751,Buzzi Unicem SpA,0.5,,https://www.buzziunicem.it/dove-siamo,2/7/2020,4295875751,Buzzi Unicem SpA,1 Dry - 0.5Mt/yr,1,DRY,,,0.5,Mt/yr,Giuseppe Becciu,Tel: +39 800 014 437,Fax: +39 078 487 843
ITA,ITA0003,Italy,Integrated,Barletta Plant,Buzzi Unicem,"Barletta, Bari",Operating,41.314178,16.291376,GCD,Exact,4295875751,Buzzi Unicem SpA,1.1,,https://www.buzziunicem.it/dove-siamo,2/7/2020,4295875751,Buzzi Unicem SpA,1 Dry - 0.7Mt/yr,1,DRY,,,0.7,Mt/yr,Paci Giuseppe,Tel: +39 883 537 511,Fax: +39 883 348 141
ITA,ITA0004,Italy,Integrated,Guidonia Plant,Buzzi Unicem,"Guidonia, Rome",Operating,42.007213,12.7164,GCD,Exact,4295875751,Buzzi Unicem SpA,1.9,,https://www.buzziunicem.it/dove-siamo,2/7/2020,4295875751,Buzzi Unicem SpA,2 Dry - 1.9Mt/yr,2,DRY,,,1.9,Mt/yr,Dorino Cornaviera,Tel: +39 774 385 307,Fax: +39 774 385 209
ITA,ITA0005,Italy,Grinding,Settimello Plant,Buzzi Unicem,"Settimello, Firenze",Operating,43.855016,11.180725,GCD,Exact,4295875751,Buzzi Unicem SpA,0.23,,https://www.buzziunicem.it/dove-siamo,2/7/2020,4295875751,Buzzi Unicem SpA,0.2Mt/yr,,,,,0.2,Mt/yr,Salvatore Lisi,Tel: +39 800 015 436,Fax: +39 055 886 9161
ITA,ITA0006,Italy,Integrated,Robilante Plant,Buzzi Unicem,"Robilante, Macerata",Operating,44.302532,7.507571,GCD,Exact,4295875751,Buzzi Unicem SpA,1.7,,https://www.buzziunicem.it/dove-siamo,2/7/2020,4295875751,Buzzi Unicem SpA,2 Dry - 1.7Mt/yr,2,DRY,,,1.7,Mt/yr,Giovanni Mario Cena,Tel: +39 171 750 611,Fax: +39 171 784 37
ITA,ITA0007,Italy,Integrated,Vernasca Plant,Buzzi Unicem,"Vernasca, Piacenza",Operating,44.793451,9.810724,GCD,Exact,4295875751,Buzzi Unicem SpA,1.3,,https://www.buzziunicem.it/dove-siamo,2/7/2020,4295875751,Buzzi Unicem SpA,1 Dry - 1.3Mt/yr,1,DRY,,,1.3,Mt/yr,Luciano Nenna,Tel: +39 523 894 312,Fax: +39 523 892 362
ITA,ITA0008,Italy,Grinding,Trino Plant,Buzzi Unicem,"Trino, Vercelli",Operating,45.190403,8.287547,GCD,Exact,4295875751,Buzzi Unicem SpA,0.78,,https://www.buzziunicem.it/dove-siamo,2/7/2020,4295875751,Buzzi Unicem SpA,0.8Mt/yr - Fives FCB Horomill® 3800 (110t/hr),,,,,0.8,Mt/yr,,Tel:+39 01 6180 1836,
ITA,ITA0009,Italy,Integrated,Monselice Plant,Buzzi Unicem (fomerly Cementizillo),"Monselice , Padova, Veneto",Operating,45.253599,11.751795,GCD,Exact,4295875751,Buzzi Unicem SpA,0.8,,https://www.buzziunicem.it/dove-siamo,2/7/2020,4295875751,Buzzi Unicem SpA,2 Dry & 2 Wet - 1.0Mt/yr (Mothballed),2,WET,2,DRY,1,Mt/yr,Sergio Coradeschi,Tel: +39 042 978 5785,Fax: +39 0429 782 243
ITA,ITA0010,Italy,Integrated,Fanna Plant,Buzzi Unicem (fomerly Cementizillo),"Via Pradis 2, Fanna, Pordenone",Operating,46.17726,12.740098,GCD,Exact,4295875751,Buzzi Unicem SpA,1,,https://www.buzziunicem.it/dove-siamo,2/7/2020,4295875751,Buzzi Unicem SpA,0.7Mt/yr,,,,,0.7,Mt/yr,Gallupini Bernadino,Tel: +39 427 777 081,Fax: +39 427 777 939
JPN,JPN0005,Japan,Integrated,Kochi Plant,Sumitomo Osaka Cement,"Suzaki city, Kochi Pref.",Operating,33.40298,133.301771,GCD,Exact,4295877881,Sumitomo Osaka Cement Co Ltd,4.35,,https://www.soc.co.jp/sumitomo_e/business/cement-division/production/,2/16/2020,4295877881,Sumitomo Osaka Cement Co Ltd,2 Dry - 4.4Mt/yr,2,DRY,,,4.4,Mt/yr,,Tel:  +81 889 42 2522,Fax:  +81 889 42 2255
JPN,JPN0006,Japan,Integrated,Ako Plant,Sumitomo Osaka Cement,"Ako city, Hogo Pref.",Operating,34.754394,134.363342,GCD,Exact,4295877881,Sumitomo Osaka Cement Co Ltd,4.2,,https://www.soc.co.jp/sumitomo_e/business/cement-division/production/,2/16/2020,4295877881,Sumitomo Osaka Cement Co Ltd,2 Dry - 4.0Mt/yr,2,DRY,,,4,Mt/yr,,Tel:  +81 791 43 1111,Fax:  +81 791 43 1716
JPN,JPN0007,Japan,Integrated,Gifu Plant,Sumitomo Osaka Cement,"Motosu city, Gifu Pref.",Operating,35.501391,136.660357,GCD,Exact,4295877881,Sumitomo Osaka Cement Co Ltd,1.6,,https://www.soc.co.jp/sumitomo_e/business/cement-division/production/,2/16/2020,4295877881,Sumitomo Osaka Cement Co Ltd,2 Dry - 1.6Mt/yr,2,DRY,,,1.6,Mt/yr,,Tel:  +81 581 34 2551,Fax:  +81 581 34 2039
JPN,JPN0008,Japan,Integrated,Tochigi Plant,Sumitomo Osaka Cement,"Sano city, Tochigi",Operating,36.404864,139.617052,GCD,Exact,4295877881,Sumitomo Osaka Cement Co Ltd,0.9,,https://www.soc.co.jp/sumitomo_e/business/cement-division/production/,2/16/2020,4295877881,Sumitomo Osaka Cement Co Ltd,1 Dry - 0.9Mt/yr,1,DRY,,,0.9,Mt/yr,,Tel:  +81 283 86,Fax:  +81 283 86 3216
JPN,JPN0009,Japan,Integrated,Hachinohe Plant,Hachinohe Cement (Sumitomo Osaka Group),"Hachinohe city, Aomori Pref.",Operating,40.515509,141.521831,GCD,Exact,5000010449,Hachinohe Cement Co Ltd,1.5,,https://www.soc.co.jp/sumitomo_e/business/cement-division/production/,2/16/2020,4295877881,Sumitomo Osaka Cement Co Ltd,1 Dry - 1.2Mt/yr,1,DRY,,,1.2,Mt/yr,,Tel:  +81 178 33 0111,Fax:  +81 178 33 9266
JOR,JOR0001,Jordan,Integrated,Rashadiyah Plant,The Jordan Cement Company (50.28% LafargeHolcim),Rashadiyah,Operating,30.67859,35.631965,GCD,Exact,4295880822,Jordan Cement Factories Company PSC,2,,https://www.lafarge.com.jo/en/1_1_1-Cement,2/9/2020,4295890620,LafargeHolcim Ltd,2 Dry - 2.0Mt/yr,2,DRY,,,2,Mt/yr,Abd-Elfattah AlMuhtaseb,Tel: +962 3227 0368,Fax: +962 3327 0374
KAZ,KAZ0001,Kazakhstan,Integrated,Shymkentcement,Heidelberg Cement,,Operating,42.292318,69.647017,GCD,Exact,4295868961,HeidelbergCement AG,1.3,1958,https://www.heidelbergcement.kz/en/shymkentcement,2/8/2020,4295868961,HeidelbergCement AG,1 Dry - 1.3Mt/yr,1,DRY,,,1.3,Mt/yr,Gabriel Morin,Tel: +7 725 248 0030,Fax: +7 725 257 2174
KAZ,KAZ0002,Kazakhstan,Integrated,Caspi Cement Plant,HeidelbergCement,"Shetpe, Aktau, Mangystau",Operating,44.089136,52.120629,GCD,Exact,4295868961,HeidelbergCement AG,0.8,,https://www.heidelbergcement.kz/en/caspi-cement,2/8/2020,4295868961,HeidelbergCement AG,0.8Mt/yr,,,,,0.8,Mt/yr,Krzystof Burek,Tel: +7 729 252 5428,Fax: +7 729 253 5429
KAZ,KAZ0003,Kazakhstan,Integrated,Bukhtarma Plant,HeidelbergCement,Zyryanovsk,Operating,49.64296,83.575126,GCD,Exact,4295868961,HeidelbergCement AG,1.5,,https://www.heidelbergcement.kz/en/bukhtarma-cement,2/8/2020,4295868961,HeidelbergCement AG,1.5Mt/yr,,,,,1.5,Mt/yr,Sergey Bayev,Tel: +7 723 353 0606,Fax: +7 723 353 0607
KOR,KOR0012,"Korea, Republic of",Integrated,Gwangyang Slag Cement Plant,Tong Yang Cement Corporation,Gwangyang,Operating,34.937106,127.763227,GCD,Exact,4298015087,Sampyo Cement Co Ltd,1.2,,http://www.sampyocement.co.kr/kor/network/network_sub3.php,2/13/2020,4298015087,Sampyo Cement Co Ltd,0.69Mt/yr,,,,,0.69,Mt/yr,,+82 43 292 01405,+82 43 297 8200
KOR,KOR0013,"Korea, Republic of",,,,,Operating,35.076138,129.006504,http://www.sampyocement.co.kr/kor/network/network_sub3.php,Exact,4298015087,Sampyo Cement Co Ltd,0.8,,http://www.sampyocement.co.kr/kor/network/network_sub3.php,2/13/2020,4298015087,Sampyo Cement Co Ltd,,,,,,,,,,
KOR,KOR0014,"Korea, Republic of",Integrated,Samcheok Plant,Sampyo Cement Corporation,Samcheok,Operating,37.427431,129.179791,GCD,Exact,4298015087,Sampyo Cement Co Ltd,9.72,,http://www.sampyocement.co.kr/kor/network/network_sub3.php,2/13/2020,4298015087,Sampyo Cement Co Ltd,7 Dry - 11.0Mt/yr,7,DRY,,,11,Mt/yr,Roh Young-In,Tel: +82 2377 03000,Fax: +82 2377 03305
