iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_online_modernisation,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax
CHN,CHN0456,China,Integrated,Yunnan Guozi Cement Jianchuan,Lafarge Shui On Cement (LafargeHocim),"Meiyuan Building Materials Industrial Park, Jianchuan, Dali, Yunnan",Operating,26.540060600000004,99.9045932,GCD,Approximate,,,,,,,,,2 Dry - 0.81Mt/yr,2.0,DRY,,,0.81,Mt/yr,,+86-872-4529488,+86-872-4529488
CHN,CHN0457,China,Integrated,Yunnan Guozi Cement,Lafarge Shui On Cement (LafargeHocim),"Kanglang, Dabanqiao, Quandu, Kunming, Yunnan",Operating,25.0437977,102.714338,GCD,Approximate,,,,,,,,,1 Dry - 1.25Mt/yr,1.0,DRY,,,1.25,Mt/yr,,+86-871-7395803,+86-871-7395999
CHN,CHN0458,China,Integrated,Yunnan Guozi Cement Kunming,Lafarge Shui On Cement (LafargeHocim),"No.1356 Chunyu Road, Xishan, Kunming, Yunnan",Operating,25.0411094,102.66495649999901,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-871-7411067,+86-871-7411067
CHN,CHN0459,China,Integrated,,Lafarge Shui On Cement (LafargeHocim),"Mugang, Liuzhi Special Region, Liupanshui, Guizhou",Operating,26.5929637,104.8436372,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-858-8120207,+86-858-8120244
CHN,CHN0460,China,Integrated,,Lafarge Shui On Cement (LafargeHocim),"No.40 Daqiao Road, Kaili, Guizhou",Operating,26.5884306999999,107.9762121,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-855-8602573,+86-855-8602573
CHN,CHN0461,China,Integrated,Kunming Junfeng Cement,Lafarge Shui On Cement (LafargeHocim),"Pingshan, Chongde, Luquan, Kunming, Yunnan",Operating,25.497251300000002,102.509297099999,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-871-8355918,+86-871-8355918
CHN,CHN0467,China,Integrated,,Lafarge Shui On Cement (LafargeHocim),"Xishui, Zunyi, Guizhou",Operating,27.700537800000003,107.1680585,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-852-2611668,+86-852-2611668
CHN,CHN0468,China,Integrated,,Lafarge Shui On Cement (LafargeHocim),"Yingtaogou, Xinpu, Honghuagang, Zunyi, Guizhou",Operating,27.6737838999999,106.96081869999901,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-852-8914138,+86-852-8914138
CHN,CHN0471,China,Integrated,Fuling Cement,Lafarge Shui On Cement (LafargeHolcim),"No.88 Wujiang Road, Fuling, Chongqing",Operating,29.660589,107.332003,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,Chongqing Lafarge Tenghui +86-23-72772170,+86-23-72302581
CHN,CHN0473,China,Integrated,,Langao Kaiyuan Building Materials,"Linhekou, Langao, Ankang, Shaanxi",Operating,32.2800711,108.972519099999,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-915-2621218,+86-915-2621218
CHN,CHN0474,China,Integrated,,Lanzhou Gancao Environmental Building Materials,"No.98 Gancaodian, Yuzhong, Lanzhou, Gansu",Operating,35.8007932999999,104.2878356,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-931-5381108,+86-931-5381178
CHN,CHN0475,China,Integrated,,"Lanzhou, Datonghe Cement","Shawo, Yaojie, Honggu, Lanzhou, Gansu",Operating,36.4334888,102.8726292,GCD,Approximate,,,,,,,,,3 Dry - 1.80Mt/yr,3.0,DRY,,,1.8,Mt/yr,,+86-931-6316677,+86-931-6316666
CHN,CHN0476,China,Integrated,,Leshan Fuxiang Building Materials,"No.53 Nanling Street, Shawan, Leshan, Sichuan",Operating,29.419927,103.54188359999901,GCD,Approximate,,,,,,,,,1 Shaft - 0.12Mt/yr,,,,,0.12,Mt/yr,,+86-833-3441913,+86-833-3441913
CHN,CHN0477,China,Integrated,,Leshan Shawan Haitian Building Materials,"Nanling Shawan, Shawan, Leshan, Sichuan",Operating,29.419927,103.54188359999901,GCD,Approximate,,,,,,,,,1 Shaft - 0.12Mt/yr,,,,,0.12,Mt/yr,,+86-838-3444868,+86-838-3447057
CHN,CHN0478,China,Integrated,,Lhasa Yuanda Building Materials,"No.133 Beijing West Road, Lhasa, Tibet",Operating,29.6641913,91.05906,GCD,Approximate,,,,,,,,,2 Shaft - 0.13Mt/yr,,,,,0.13,Mt/yr,,+86-891-6822817,+86-891-6862241
CHN,CHN0479,China,Integrated,,Liangzhou Naituo Cement,"Naituo, Yuexi, Liangshan, Sichuan",Operating,28.583197811310896,102.49745749851101,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-834-7545493,+86-834-7545266
CHN,CHN0480,China,Integrated,,Liaoning Bohai Cement Group,"No.28 Xinggong Street, Lianshan, Huludao, Liaoning",Operating,40.8997878999999,120.63225200000001,GCD,Approximate,,,,,,,,,1 Dry - 1.25Mt/yr,1.0,DRY,,,1.25,Mt/yr,,+86-429-4503010,+86-429-4503018
CHN,CHN0483,China,Integrated,,Liaoning Liaodong Cement Group,"Datai, Dengta, Liaoyang, Liaoning",Operating,41.4244866,123.3335139,GCD,Approximate,,,,,,,,,1 Dry - 1.25Mt/yr,1.0,DRY,,,1.25,Mt/yr,,+86-419-8155355,+86-419-8155355
CHN,CHN0486,China,Integrated,,Linjiang Hongda Cement,"Taixing, Jianguo Street, Linjiang, Baishan, Jilin",Operating,41.809248600000004,126.9128334,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-439-5219375,+86-439-5219375
CHN,CHN0488,China,Integrated,,Longde Longfeng Cement,"No.1 Jiefang Road, Longde, Guyuan, Ningxia",Operating,35.613733700000004,106.1209325,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-954-6011896,+86-954-6011440
CHN,CHN0490,China,Integrated,,Longyuan Construction Anhui Cement,"Digang, Fanchang, Wuhu, Anhui",Operating,31.122708000000003,118.005792,GCD,Approximate,,,,,,,,,2 Dry - 2.34Mt/yr,2.0,DRY,,,2.34,Mt/yr,,+86-553-7319666,+86-553-7319666
CHN,CHN0491,China,Integrated,,Loudi Louxing Cement Manufacture,"Baishi Street, Louxing, Loudi, Hunan",Operating,27.722724600000003,111.9977439,GCD,Approximate,,,,,,,,,1 Dry - 1.25Mt/yr,1.0,DRY,,,1.25,Mt/yr,,+86-738-8781257,+86-738-8781264
CHN,CHN0492,China,Integrated,,Lueyang County Cement,"Queyang, Hanzhong, Shaanxi",Operating,33.082084,107.0308676,GCD,Approximate,,,,,,,,,3 Shaft - 0.25Mt/yr,,,,,0.25,Mt/yr,,+86-916-4961627,+86-916-4961530
CHN,CHN0493,China,Integrated,,Luliang Sanchahe Cement,"Xiaoluoyi, Sanchahe, Luliang, Qujing, Yunnan",Operating,25.053,103.771,GCD,Approximate,,,,,,,,,3 Shaft - 0.25Mt/yr,,,,,0.25,Mt/yr,,+86-874-6971379,+86-874-6971188
CHN,CHN0494,China,Integrated,,Luohe Fengyuan Cement,"Mengmiao, Yancheng, Luohe, Henan",Operating,33.6315,114.007,GCD,Approximate,,,,,,,,,2 Shaft - 0.18Mt/yr,,,,,0.18,Mt/yr,,+86-395-6938999,+86-395-6938999
CHN,CHN0495,China,Integrated,,Luoping Yuma Cement,"Zhangkoudong, Banqiao, Luoping, Qujing, Yunnan",Operating,24.9659505,104.49263690000001,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-874-8741499,+86-874-8741499
CHN,CHN0496,China,Integrated,,Luoyang Zhonghexiang Cement,"Liang, Zhuge, Luoyang, Henan",Operating,34.6556873,112.42096289999901,GCD,Approximate,,,,,,,,,1 Dry - 0.37Mt/yr,1.0,DRY,,,0.37,Mt/yr,,+86-379-7418230,+86-379-7418230
CHN,CHN0497,China,Integrated,,Luoyang Ziluoshan Cement,"Xiaodian, Ruyang, Luoyang, Henan",Operating,34.14963820000001,112.4632777,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-379-8141010,+86-379-8141010
CHN,CHN0498,China,Integrated,,Luxi Building Materials Industrial,"Jiangtou, Zhongshu, Luxi, Honghe, Yunnan",Operating,24.535018,103.7639695,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-873-6624197,+86-873-6624197
CHN,CHN0500,China,Integrated,,Meixian Dongxing Cement,"Dongliangge, Qijia, Meixian, Baoji, Shaanxi",Operating,34.3645810999999,107.23321840000001,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-917-5676886,+86-917-5676728
CHN,CHN0501,China,Integrated,,Meixian Kaisheng Rotary Cement,"Yueyi, Baidu, Mei, Meizhou, Guangdong",Operating,24.4978707,116.1954842,GCD,Approximate,,,,,,,,,3 Dry - 1.50Mt/yr,3.0,DRY,,,1.5,Mt/yr,,+86-753-2678040,+86-753-2678205
CHN,CHN0502,China,Integrated,,Meixian Meiyan Rotary Cement,"Shugu, Yanyang, Mei, Meizhou, Guangdong",Operating,24.3053552,116.1177436,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-753-2832986,+86-753-2832883
CHN,CHN0505,China,Integrated,,Mianzhu Panlong Huajian,"Aodong B Area, Gongxing Industrial Park, Mianzhu, Deyang, Sichuan",Operating,31.4560919999999,104.250575,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-838-8393182,+86-838-8393190
CHN,CHN0510,China,Integrated,,Nanchong Chuanbei Cement,"Zhaojiagou, Yingxi, Shunqing, Nanchong, Sichuan",Operating,30.8763719999999,106.06321899999901,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-817-2462555,+86-817-2462555
CHN,CHN0511,China,Integrated,,Nandan Cement,"Jiaoyu Road, Chengguan, Nandan, Hechi, Guangxi",Operating,25.0318804,107.56947360000001,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-778-7232063,+86-778-7230307
CHN,CHN0512,China,Integrated,,Nanjiang Cement Group,"Yuejiahe, Xiaohe, Nanjiang, Bazhong, Sichuan",Operating,32.326078,106.81318700000001,GCD,Approximate,,,,,,,,,1 Shaft - 0.12Mt/yr,,,,,0.12,Mt/yr,,+86-827-8210111,+86-827-8210111
CHN,CHN0513,China,Integrated,,Nanjing Jinjiang Cement Plant,"Jiangning, Jiangning, Nanjing, Jiangsu",Operating,31.9385415,118.8939437,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-25-58602681,+86-25-58602648
CHN,CHN0514,China,Integrated,,Nanning Jingang Cement,"No.98 Bailing Road, Liangqing, Nanning, Guangxi",Operating,22.753846,108.41273600000001,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-771-4911610,+86-771-4916990
CHN,CHN0515,China,Integrated,,Nanning Zhengda Building Materials,"Wuyu, Jiangnan, Nanning, Guangxi",Operating,22.59159575,108.1339138,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-771-4206266,+86-771-4207582
CHN,CHN0519,China,Integrated,,Ningxia Building Materials (Sinoma),"Haodian Street, Liupanshan, Jingyuan, Guyuan, Ningxia",Operating,35.7071501,106.2884408,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-954-2860120,+86-954-2861045
CHN,CHN0525,China,Integrated,,Ningxia Helan Jinshan Cement,"Hongguang, Helan, Yinchuan, Ningxia",Operating,38.738715,106.27833700000001,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-951-8991113,+86-951-8991034
CHN,CHN0526,China,Integrated,,Ningxia Huatai New Cement Group,"Zhenluo, Zhongwei, Yinchuan, Ningxia",Operating,38.4829193999999,106.21160139999901,GCD,Approximate,,,,,,,,,4 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-955-7619799,+86-955-7618018
CHN,CHN0527,China,Integrated,,Ningxia Jiancheng Building Materials,"Wangyuan Economic Development Zone, Yongning, Yinchuan, Ningxia",Operating,38.2792422,106.2495805,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-951-8463078,+86-951-8463028
CHN,CHN0529,China,Integrated,,Ningxia Shengjin Cement,"Shengjin, Zhenluo, Zhongwei, Wuzhong, Ningxia",Operating,37.9822616,106.19611090000002,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-955-7612885,+86-955-7612885
CHN,CHN0531,China,Integrated,,Ningxia Wuzhong Cement Industrial,"Houjiawan, Wuzhong, Ningxia",Operating,37.9822616,106.19611090000002,GCD,Approximate,,,,,,,,,2 Shaft - 0.13Mt/yr,,,,,0.13,Mt/yr,,+86-953-2661471,+86-953-2661001
CHN,CHN0532,China,Integrated,,Ningxia Xixia Cement,"Aishan Street, Dana, Qintongxia, Ningxia",Operating,37.0000001,105.9999999,GCD,Approximate,,,,,,,,,5 Dry - 0.70Mt/yr,5.0,DRY,,,0.7,Mt/yr,,+86-953-3041312,+86-953-3041312
CHN,CHN0533,China,Integrated,,Ningxia Yinghai Lingwu Special Cement,"Dongta, Lingwu, Yinchuan, Ningxia",Operating,38.0937225,106.33199520000001,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-951-4510434,+86-951-4510204
CHN,CHN0534,China,Integrated,,Ningxia Yinghai Yinchuan Building Materials,"Wenchang South Road, Xixia, Yinchuan, Ningxia",Operating,38.50908535,106.0130513,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-951-2038604,+86-951-2020234
CHN,CHN0535,China,Integrated,,Ningyuan Lianhuatang Cement,"Lianhuatang, Shunling, Ningyuan, Yongzhou, Hunan",Operating,25.590422,111.95233300000001,GCD,Approximate,,,,,,,,,2 Dry - 1Mt/yr,2.0,DRY,,,1.0,Mt/yr,,+86-746-7228628,+86-746-7228556
CHN,CHN0536,China,Integrated,Panjing Cement,Pangu Cement Group,"He, Chaohu, Anhui",Operating,31.6684461999999,117.66980890000002,GCD,Approximate,,,,,,,,,2 Dry - 2.81Mt/yr,2.0,DRY,,,2.81,Mt/yr,,+86-565-5131678,+86-565-5131678
CHN,CHN0538,China,Integrated,,Panzhihua Hongguo Cement,"Hongguo, Hongni, Yanbian, Panzhihua, Sichuan",Operating,26.8815166,101.6180743,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-812-8729075,+86-812-8729073
CHN,CHN0539,China,Integrated,,ingdingshan Xingfeng Group,"Xinhua, Pingdingshan, Henan",Operating,33.7705881,113.17559879999901,GCD,Approximate,,,,,,,,,3 Dry - 2.50Mt/yr,3.0,DRY,,,2.5,Mt/yr,,+86-375--2039000,+86-375--20399988
CHN,CHN0540,China,Integrated,,Pingli Kanghua Building Materials,"Laoxian, Pingli, Ankang, Shaanxi",Operating,32.54571,109.1436449,GCD,Approximate,,,,,,,,,5 Shaft - 0.30Mt/yr,,,,,0.3,Mt/yr,,+86-915-8562060,+86-915-8562060
CHN,CHN0541,China,Integrated,,Pingnan Yanfeng Cement,"Luohe, Pingnan, Pingnan, Guigang, Guangxi",Operating,23.5469315,110.3921104,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-775-7814057,+86-775-7814488
CHN,CHN0543,China,Integrated,,Pingshan Jinsha Cement,"Jinsha, Pingshan, Yibin, Sichuan",Operating,28.6683652,103.8577714,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-831-5759977,+86-831-5759977
CHN,CHN0544,China,Integrated,,Pishan Duwa Yushan Cement,"Duwa, Pishan, Hetian, Xinjiang",Operating,37.6181668,78.2791975999999,GCD,Approximate,,,,,,,,,2 Shaft - 0.15Mt/yr,,,,,0.15,Mt/yr,,+86-993-6488548,+86-993-6488548
CHN,CHN0546,China,Integrated,,Prosperity Minerals Holdings Limited Hong Kong,"Matian, Chengguan, Pingba, Anshun, Guizhou",Operating,26.4466979,106.1806779,GCD,Approximate,,,,,,,,,2 Dry - 2.5Mt/yr,2.0,DRY,,,2.5,Mt/yr,,+86-853-4225608,+86-853-4226208
CHN,CHN0548,China,Integrated,Cement,Prosperity Minerals Holdings Limited Hong Kong,"Tangba, Hechuan, Chongqing",Operating,29.9969267999999,106.2605768,GCD,Approximate,,,,,,,,,1 Dry - 1.44Mt/yr,1.0,DRY,,,1.44,Mt/yr,,Chongqing Prosperity +86-23-42757722,+86-23-42757738
CHN,CHN0549,China,Integrated,,Pubei Lubaoshi Cement,"Zhaiyu, Pubei, Qinzhou, Guangxi",Operating,22.2725061,109.51385400000001,GCD,Approximate,,,,,,,,,3 Shaft - 0.30Mt/yr,,,,,0.3,Mt/yr,,+86-777-8768088,+86-777-8768998
CHN,CHN0550,China,Integrated,,Pucheng Dakongxiang Pubei Cement,"Riguang, Dakong, Pucheng, Weinan, Shaanxi",Operating,34.9588442999999,109.593807199999,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-913-7378128,+86-913-7378128
CHN,CHN0551,China,Integrated,,Pucheng Jielin Cement,"Sunzhen Pucheng, Weinan, Shaanxi",Operating,34.9825052999999,109.75513670000001,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-913-7888126,+86-913-7889199
CHN,CHN0552,China,Integrated,,Pucheng Qianxing Cement,"Riguang, Dakong, Pucheng, Weinan, Shaanxi",Operating,34.9588442999999,109.593807199999,GCD,Approximate,,,,,,,,,1 Shaft - 0.08Mt/yr,,,,,0.08,Mt/yr,,+86-913-7378369,+86-913-7378369
CHN,CHN0553,China,Integrated,,Pucheng Yongfeng Cement,"Shima, Yongfeng, Pucheng, Weinan, Shaanxi",Operating,34.9588442999999,109.593807199999,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-913-7712098,+86-913-7715083
CHN,CHN0554,China,Integrated,,Qianyang Qianling Cement,"No.1 Guishankou, Qianqiao South, Qianyang, Baoji, Shaanxi",Operating,34.6461352,107.1214915,GCD,Approximate,,,,,,,,,1 Shaft - 0.12Mt/yr,,,,,0.12,Mt/yr,,+86-917-4241191,+86-917-4218808
CHN,CHN0555,China,Integrated,,Qianyang Xueshan Cement,"Yuhua, Shuigou, Qianyang, Baoji, Shaanxi",Operating,34.7496299999999,107.01394099999901,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-917-4256005,+86-917-4256005
CHN,CHN0557,China,Integrated,,Qinghai Datong Cement,"No.98 Ningzhang Road, Datong, Xining, Qinghai",Operating,37.073318,101.5720801,GCD,Approximate,,,,,,,,,2 Shaft - 0.12Mt/yr,,,,,0.12,Mt/yr,,+86-971-2722630,+86-971-2721047
CHN,CHN0558,China,Integrated,,Qinghai Datong Yuanshuo Cement,"Maojiazhai, Yuanshuo, Datong, Xining, Qinghai",Operating,37.073318,101.5720801,GCD,Approximate,,,,,,,,,4 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-971-2887046,+86-971-2887046
CHN,CHN0559,China,Integrated,,Qinghai Haixi Chemical Building Materials,"No.13 Yingbin Road, East Delingha, Qinghai",Operating,37.8916442,96.76825387,GCD,Approximate,,,,,,,,,2 Dry - 0.40Mt/yr,2.0,DRY,,,0.4,Mt/yr,,+86-977-8202228,+86-977-8201748
CHN,CHN0560,China,Integrated,,Qinghai Ledu Huaxia Cement,"Wanshi, Gaodian, Lede, Haidong, Qinghai",Operating,36.3098977999999,102.356454,GCD,Approximate,,,,,,,,,7 Shaft - 0.45Mt/yr,,,,,0.45,Mt/yr,,+86-972-8653140,+86-972-8653140
CHN,CHN0561,China,Integrated,,Qinghai New Building Industrial and Trading,"No.88 Liming Road, Yuanshuo, Datong, Xining, Qinghai",Operating,37.073318,101.5720801,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-971-2761633,+86-971-2761768
CHN,CHN0562,China,Integrated,,Qinghai Taining Cement,"Daxia, Yurun, Ledu, Haidong, Qinghai",Operating,36.48232700000001,102.4012523,GCD,Approximate,,,,,,,,,4 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-972-8657246,+86-972-8657859
CHN,CHN0564,China,Integrated,,Qujing Cement,"Zhangjiaying, Sanbao, Qilin, Qujing, Yunnan",Operating,25.4226,103.82700000000001,GCD,Approximate,,,,,,,,,1 Shaft - 0.12Mt/yr,,,,,0.12,Mt/yr,,+86-874-3983066,+86-874-3983067
CHN,CHN0565,China,Integrated,,Qushui Xintong Cement,"Apusa Induareial Park, Qushui County, Lhasa, Tibet",Operating,29.453991100000003,90.7249729999999,GCD,Approximate,,,,,,,,,2 Shaft - 0.13Mt/yr,,,,,0.13,Mt/yr,,+86-891-6167306,+86-891-6167127
CHN,CHN0566,China,Integrated,,Rongshui Beijiang Cement,"Xikuoling, Rongshui, Rongshui, Liuzhou, Guangxi",Operating,25.071872,109.249897099999,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-772-5125689,+86-772-5125290
CHN,CHN0568,China,Integrated,,SCITUS Cement China Holdings,"No.136 Heping Road, Yongning New, Luzhou, Sichuan",Operating,28.78547045,105.37840290000001,GCD,Approximate,,,,,,,,,1 Dry - 1.44Mt/yr,1.0,DRY,,,1.44,Mt/yr,,+86-830-6254746,+86-830-6254746
CHN,CHN0571,China,Integrated,,SCITUS Cement China Holdings,"Xiaba, Yachi, Bijie, Guizhou",Operating,27.3001269,105.3023495,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-857-8543892,+86-857-8543892
CHN,CHN0572,China,Integrated,Huaining Shangfeng Cement,Sahngfeng Cement Group,"Yueshan, Huaining, Anqing, Anhui",Operating,30.7327026,116.82731319999901,GCD,Approximate,,,,,,,,,1 Dry - 1.4Mt/yr,1.0,DRY,,,1.4,Mt/yr,,+86-556-4067709,+86-556-4067709
CHN,CHN0573,China,Integrated,,San Teh Quanzhou San Teh Building Materials,"Chengnan Development Zone, Huian, Quanzhou, Fujian",Operating,24.9997352,118.78935770000001,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-595-87330098,+86-595-87337099
CHN,CHN0575,China,Integrated,,Santeh Cement China,"Xintun, Heqing, Dali, Yunnan",Operating,26.651202,100.212351,GCD,Approximate,,,,,,,,,2 Dry - 1.56Mt/yr,2.0,DRY,,,1.56,Mt/yr,,+86-872-4342828,+86-872-4342869
CHN,CHN0576,China,Integrated,,Santeh Cement China Holdings,"Hexikou, Dongbang, Xinluo, Longyan, Fujian",Operating,25.1866454,117.03741240000001,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-597-2771670,+86-597-2771670
CHN,CHN0579,China,Integrated,Tongchuan Huashan Cement,Shaanxi Coal Construction,"Wangjiabian, Dongjiahe, Yaozhou, Tongchuan, Shaanxi",Operating,34.961637700000004,108.9952348,GCD,Approximate,,,,,,,,,1 Dry - 0.37Mt/yr,1.0,DRY,,,0.37,Mt/yr,,+86-919-7189275,+86-919-7189276
CHN,CHN0580,China,Integrated,,Shaanxi Fengxiang Yongchuan Cement,"Xibai, Miganqiao, Fengxiang, Baoji, Shaanxi",Operating,34.5215207,107.3962875,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-917-7743135,+86-917-7743135
CHN,CHN0581,China,Integrated,,Shaanxi Longzhou Cement,"Shenquan, Chengguan, Longxian, Baoji, Shaanxi",Operating,34.8721,106.846415099999,GCD,Approximate,,,,,,,,,2 Shaft - 0.16Mt/yr,,,,,0.16,Mt/yr,,+86-917-4655945,+86-917-4655266
CHN,CHN0583,China,Integrated,,Shaanxi Mianxian Dingjunshan Building Materials,"Jinquan, Mianxian Hanzhong, Shaanxi",Operating,36.0,109.0,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-916-3439247,+86-916-3439247
CHN,CHN0584,China,Integrated,,Shaanxi Pucheng Chenglong Cement,"Sunzhen Pucheng, Weinan, Shaanxi",Operating,34.9825052999999,109.75513670000001,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-913-7888238,+86-913-7888288
CHN,CHN0585,China,Integrated,,Shaanxi Sanxing Building Materials,"Laozhuang, Chenggu, Hanzhong, Shaanxi",Operating,33.1551002,107.29686170000001,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-916-7341598,+86-916-7341588
CHN,CHN0587,China,Integrated,,Shaanxi Tianzhu Cement Manufacture,"Hejiadao, Fengming, Qishan, Baoji, Shaanxi",Operating,34.4450251,107.62243590000001,GCD,Approximate,,,,,,,,,4 Dry - 0.50Mt/yr,4.0,DRY,,,0.5,Mt/yr,,+86-917-8215678,+86-917-8212295
CHN,CHN0588,China,Integrated,,Shaanxi Tongchuan Shengwei Building Materials,"Lijiagou, Huangpu, Tongchuan, Shaanxi",Operating,35.19601765,109.00472260000001,GCD,Approximate,,,,,,,,,2 Dry - 3.12Mt/yr,2.0,DRY,,,3.12,Mt/yr,,+86-919-7161911,+86-919-7161911
CHN,CHN0590,China,Integrated,,Shaanxi Yaozhou Cement,"Wenchang, Sunyuan, Yaozhou, Tongchuan, Shaanxi",Operating,34.934437,109.02506000000001,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-919-6281116,+86-919-6281755
CHN,CHN0591,China,Integrated,,Shandan Cement Group,"Jiaotong Street, Shandan, Zhangye, Gansu",Operating,38.530857,101.226025,GCD,Approximate,,,,,,,,,2 Dry - 0.60Mt/yr,2.0,DRY,,,0.6,Mt/yr,,+86-936-2723156,+86-936-2723156
